"","subject","node.i","node.j","value"
"111076",26,22,45,0
"113576",26,22,46,0
"116076",26,22,47,0
"118576",26,22,48,0
"121076",26,22,49,0
"123576",26,22,50,0
"1126",26,23,1,0
"3626",26,23,2,0
"6126",26,23,3,0
"8626",26,23,4,0
"11126",26,23,5,0
"13626",26,23,6,0
"16126",26,23,7,0
"18626",26,23,8,0
"21126",26,23,9,0
"23626",26,23,10,0
"26126",26,23,11,0
"28626",26,23,12,0
"31126",26,23,13,0
"33626",26,23,14,0
"36126",26,23,15,0
"38626",26,23,16,0
"41126",26,23,17,0
"43626",26,23,18,0
"46126",26,23,19,0
"48626",26,23,20,0
"51126",26,23,21,0
"53626",26,23,22,0
"56126",26,23,23,-1
"58626",26,23,24,0.471432455181895
"61126",26,23,25,0
"63626",26,23,26,0
"66126",26,23,27,0
"68626",26,23,28,0
"71126",26,23,29,0
"73626",26,23,30,0
"76126",26,23,31,0
"78626",26,23,32,0
"81126",26,23,33,0
"83626",26,23,34,0
"86126",26,23,35,0
"88626",26,23,36,0
"91126",26,23,37,0
"93626",26,23,38,0
"96126",26,23,39,0
"98626",26,23,40,0
"101126",26,23,41,0
"103626",26,23,42,0
"106126",26,23,43,0
"108626",26,23,44,0
"111126",26,23,45,0
"113626",26,23,46,0
"116126",26,23,47,0
"118626",26,23,48,0
"121126",26,23,49,0
"123626",26,23,50,0
"1176",26,24,1,0
"3676",26,24,2,0
"6176",26,24,3,0
"8676",26,24,4,0
"11176",26,24,5,0
"13676",26,24,6,0
"16176",26,24,7,0
"18676",26,24,8,0
"21176",26,24,9,0
"23676",26,24,10,0
"26176",26,24,11,0
"28676",26,24,12,0
"31176",26,24,13,0
"33676",26,24,14,0
"36176",26,24,15,0
"38676",26,24,16,0
"41176",26,24,17,0
"43676",26,24,18,0
"46176",26,24,19,0
"48676",26,24,20,0
"51176",26,24,21,0
"53676",26,24,22,0
"56176",26,24,23,0
"58676",26,24,24,-1
"61176",26,24,25,0.562356206444627
"63676",26,24,26,0
"66176",26,24,27,0
"68676",26,24,28,0
"71176",26,24,29,0
"73676",26,24,30,0
"76176",26,24,31,0
"78676",26,24,32,0
"81176",26,24,33,0
"83676",26,24,34,0
"86176",26,24,35,0
"88676",26,24,36,0
"91176",26,24,37,0
"93676",26,24,38,0
"96176",26,24,39,0
"98676",26,24,40,0
"101176",26,24,41,0
"103676",26,24,42,0
"106176",26,24,43,0
"108676",26,24,44,0
"111176",26,24,45,0
"113676",26,24,46,0
"116176",26,24,47,0
"118676",26,24,48,0
"121176",26,24,49,0
"123676",26,24,50,0
"1226",26,25,1,0
"3726",26,25,2,0
"6226",26,25,3,0
"8726",26,25,4,0
"11226",26,25,5,0
"13726",26,25,6,0
"16226",26,25,7,0
"18726",26,25,8,0
"21226",26,25,9,0
"23726",26,25,10,0
"26226",26,25,11,0
"28726",26,25,12,0
"31226",26,25,13,0
"33726",26,25,14,0
"36226",26,25,15,0
"38726",26,25,16,0
"41226",26,25,17,0
"43726",26,25,18,0
"46226",26,25,19,0
"48726",26,25,20,0
"51226",26,25,21,0
"53726",26,25,22,0
"56226",26,25,23,0
"58726",26,25,24,0
"61226",26,25,25,-1
"63726",26,25,26,0
"66226",26,25,27,0
"68726",26,25,28,0
"71226",26,25,29,0
"73726",26,25,30,0
"76226",26,25,31,0
"78726",26,25,32,0
"81226",26,25,33,0
"83726",26,25,34,0
"86226",26,25,35,0
"88726",26,25,36,0
"91226",26,25,37,0
"93726",26,25,38,0
"96226",26,25,39,0
"98726",26,25,40,0
"101226",26,25,41,0
"103726",26,25,42,0
"106226",26,25,43,0
"108726",26,25,44,0
"111226",26,25,45,0
"113726",26,25,46,0
"116226",26,25,47,0
"118726",26,25,48,0
"121226",26,25,49,0
"123726",26,25,50,0
"1276",26,26,1,0
"3776",26,26,2,0
"6276",26,26,3,0
"8776",26,26,4,0
"11276",26,26,5,0
"13776",26,26,6,0
"16276",26,26,7,0
"18776",26,26,8,0
"21276",26,26,9,0
"23776",26,26,10,0
"26276",26,26,11,0
"28776",26,26,12,0
"31276",26,26,13,0
"33776",26,26,14,0
"36276",26,26,15,0
"38776",26,26,16,0
"41276",26,26,17,0
"43776",26,26,18,0
"46276",26,26,19,0
"48776",26,26,20,0
"51276",26,26,21,0
"53776",26,26,22,0
"56276",26,26,23,0
"58776",26,26,24,0
"61276",26,26,25,0
"63776",26,26,26,-1
"66276",26,26,27,0.485799667282826
"68776",26,26,28,0
"71276",26,26,29,0
"73776",26,26,30,0.457114762365818
"76276",26,26,31,0
"78776",26,26,32,0
"81276",26,26,33,0
"83776",26,26,34,0
"86276",26,26,35,0
"88776",26,26,36,0
"91276",26,26,37,0
"93776",26,26,38,0
"96276",26,26,39,0
"98776",26,26,40,0
"101276",26,26,41,0
"103776",26,26,42,0
"106276",26,26,43,0
"108776",26,26,44,0
"111276",26,26,45,0
"113776",26,26,46,0
"116276",26,26,47,0
"118776",26,26,48,0
"121276",26,26,49,0
"123776",26,26,50,0
"1326",26,27,1,0
"3826",26,27,2,0
"6326",26,27,3,0
"8826",26,27,4,0
"11326",26,27,5,0
"13826",26,27,6,0
"16326",26,27,7,0
"18826",26,27,8,0
"21326",26,27,9,0
"23826",26,27,10,0
"26326",26,27,11,0
"28826",26,27,12,0
"31326",26,27,13,0
"33826",26,27,14,0
"36326",26,27,15,0
"38826",26,27,16,0
"41326",26,27,17,0
"43826",26,27,18,0
"46326",26,27,19,0
"48826",26,27,20,0
"51326",26,27,21,0
"53826",26,27,22,0
"56326",26,27,23,0
"58826",26,27,24,0
"61326",26,27,25,0
"63826",26,27,26,0
"66326",26,27,27,-1
"68826",26,27,28,0.525400142160253
"71326",26,27,29,0
"73826",26,27,30,0
"76326",26,27,31,0
"78826",26,27,32,0
"81326",26,27,33,0
"83826",26,27,34,0
"86326",26,27,35,0
"88826",26,27,36,0
"91326",26,27,37,0
"93826",26,27,38,0
"96326",26,27,39,0
"98826",26,27,40,0
"101326",26,27,41,0
"103826",26,27,42,0
"106326",26,27,43,0
"108826",26,27,44,0
"111326",26,27,45,0
"113826",26,27,46,0
"116326",26,27,47,0
"118826",26,27,48,0
"121326",26,27,49,0
"123826",26,27,50,0
"1376",26,28,1,0
"3876",26,28,2,0
"6376",26,28,3,0
"8876",26,28,4,0
"11376",26,28,5,0
"13876",26,28,6,0
"16376",26,28,7,0
"18876",26,28,8,0
"21376",26,28,9,0
"23876",26,28,10,0
"26376",26,28,11,0
"28876",26,28,12,0
"31376",26,28,13,0
"33876",26,28,14,0
"36376",26,28,15,0
"38876",26,28,16,0
"41376",26,28,17,0
"43876",26,28,18,0
"46376",26,28,19,0
"48876",26,28,20,0
"51376",26,28,21,0
"53876",26,28,22,0
"56376",26,28,23,0
"58876",26,28,24,0
"61376",26,28,25,0
"63876",26,28,26,0
"66376",26,28,27,0
"68876",26,28,28,-1
"71376",26,28,29,0.240627042355252
"73876",26,28,30,0
"76376",26,28,31,0
"78876",26,28,32,0
"81376",26,28,33,0.335640479731747
"83876",26,28,34,0
"86376",26,28,35,0
"88876",26,28,36,0
"91376",26,28,37,0
"93876",26,28,38,0
"96376",26,28,39,0
"98876",26,28,40,0
"101376",26,28,41,0
"103876",26,28,42,0
"106376",26,28,43,0
"108876",26,28,44,0
"111376",26,28,45,0
"113876",26,28,46,0
"116376",26,28,47,0
"118876",26,28,48,0.395177921085469
"121376",26,28,49,0
"123876",26,28,50,0
"1426",26,29,1,0
"3926",26,29,2,0
"6426",26,29,3,0
"8926",26,29,4,0
"11426",26,29,5,0
"13926",26,29,6,0
"16426",26,29,7,0
"18926",26,29,8,0
"21426",26,29,9,0
"23926",26,29,10,0
"26426",26,29,11,0
"28926",26,29,12,0
"31426",26,29,13,0
"33926",26,29,14,0
"36426",26,29,15,0
"38926",26,29,16,0
"41426",26,29,17,0
"43926",26,29,18,0
"46426",26,29,19,0
"48926",26,29,20,0
"51426",26,29,21,0
"53926",26,29,22,0
"56426",26,29,23,0
"58926",26,29,24,0
"61426",26,29,25,0
"63926",26,29,26,0
"66426",26,29,27,0
"68926",26,29,28,0
"71426",26,29,29,-1
"73926",26,29,30,0.255903556809898
"76426",26,29,31,0
"78926",26,29,32,0
"81426",26,29,33,0
"83926",26,29,34,0
"86426",26,29,35,0
"88926",26,29,36,0
"91426",26,29,37,0
"93926",26,29,38,0
"96426",26,29,39,0
"98926",26,29,40,0
"101426",26,29,41,0
"103926",26,29,42,0
"106426",26,29,43,0
"108926",26,29,44,0
"111426",26,29,45,0
"113926",26,29,46,0
"116426",26,29,47,0
"118926",26,29,48,0
"121426",26,29,49,0
"123926",26,29,50,0
"1476",26,30,1,0
"3976",26,30,2,0
"6476",26,30,3,0
"8976",26,30,4,0
"11476",26,30,5,0
"13976",26,30,6,0
"16476",26,30,7,0
"18976",26,30,8,0
"21476",26,30,9,0
"23976",26,30,10,0
"26476",26,30,11,0
"28976",26,30,12,0
"31476",26,30,13,0
"33976",26,30,14,0
"36476",26,30,15,0
"38976",26,30,16,0
"41476",26,30,17,0
"43976",26,30,18,0
"46476",26,30,19,0
"48976",26,30,20,0
"51476",26,30,21,0
"53976",26,30,22,0
"56476",26,30,23,0
"58976",26,30,24,0
"61476",26,30,25,0
"63976",26,30,26,0
"66476",26,30,27,0
"68976",26,30,28,0
"71476",26,30,29,0
"73976",26,30,30,-1
"76476",26,30,31,0
"78976",26,30,32,0
"81476",26,30,33,0
"83976",26,30,34,0
"86476",26,30,35,0
"88976",26,30,36,0
"91476",26,30,37,0
"93976",26,30,38,0
"96476",26,30,39,0
"98976",26,30,40,0
"101476",26,30,41,0
"103976",26,30,42,0
"106476",26,30,43,0
"108976",26,30,44,0
"111476",26,30,45,0
"113976",26,30,46,0
"116476",26,30,47,0
"118976",26,30,48,0
"121476",26,30,49,0
"123976",26,30,50,0
"1526",26,31,1,0
"4026",26,31,2,0
"6526",26,31,3,0
"9026",26,31,4,0
"11526",26,31,5,0
"14026",26,31,6,0
"16526",26,31,7,0
"19026",26,31,8,0
"21526",26,31,9,0
"24026",26,31,10,0
"26526",26,31,11,0
"29026",26,31,12,0
"31526",26,31,13,0
"34026",26,31,14,0
"36526",26,31,15,0
"39026",26,31,16,0
"41526",26,31,17,0
"44026",26,31,18,0
"46526",26,31,19,0
"49026",26,31,20,0
"51526",26,31,21,0
"54026",26,31,22,0
"56526",26,31,23,0
"59026",26,31,24,0
"61526",26,31,25,0
"64026",26,31,26,0
"66526",26,31,27,0
"69026",26,31,28,0
"71526",26,31,29,0
"74026",26,31,30,0
"76526",26,31,31,-1
"79026",26,31,32,0.360011442228464
"81526",26,31,33,0
"84026",26,31,34,0
"86526",26,31,35,0.529024975493248
"89026",26,31,36,0
"91526",26,31,37,0
"94026",26,31,38,0
"96526",26,31,39,0
"99026",26,31,40,0
"101526",26,31,41,0
"104026",26,31,42,0
"106526",26,31,43,0
"109026",26,31,44,0
"111526",26,31,45,0
"114026",26,31,46,0
"116526",26,31,47,0
"119026",26,31,48,0
"121526",26,31,49,0
"124026",26,31,50,0
"1576",26,32,1,0
"4076",26,32,2,0
"6576",26,32,3,0
"9076",26,32,4,0
"11576",26,32,5,0
"14076",26,32,6,0
"16576",26,32,7,0
"19076",26,32,8,0
"21576",26,32,9,0
"24076",26,32,10,0
"26576",26,32,11,0
"29076",26,32,12,0
"31576",26,32,13,0
"34076",26,32,14,0
"36576",26,32,15,0
"39076",26,32,16,0
"41576",26,32,17,0
"44076",26,32,18,0
"46576",26,32,19,0
"49076",26,32,20,0
"51576",26,32,21,0
"54076",26,32,22,0
"56576",26,32,23,0
"59076",26,32,24,0
"61576",26,32,25,0
"64076",26,32,26,0
"66576",26,32,27,0
"69076",26,32,28,0
"71576",26,32,29,0
"74076",26,32,30,0
"76576",26,32,31,0
"79076",26,32,32,-1
"81576",26,32,33,0.468999737546435
"84076",26,32,34,0
"86576",26,32,35,0
"89076",26,32,36,0
"91576",26,32,37,0
"94076",26,32,38,0
"96576",26,32,39,0
"99076",26,32,40,0
"101576",26,32,41,0
"104076",26,32,42,0
"106576",26,32,43,0
"109076",26,32,44,0
"111576",26,32,45,0
"114076",26,32,46,0
"116576",26,32,47,0
"119076",26,32,48,0
"121576",26,32,49,0
"124076",26,32,50,0
"1626",26,33,1,0
"4126",26,33,2,0
"6626",26,33,3,0
"9126",26,33,4,0
"11626",26,33,5,0
"14126",26,33,6,0
"16626",26,33,7,0
"19126",26,33,8,0
"21626",26,33,9,0
"24126",26,33,10,0
"26626",26,33,11,0
"29126",26,33,12,0
"31626",26,33,13,0
"34126",26,33,14,0
"36626",26,33,15,0
"39126",26,33,16,0
"41626",26,33,17,0
"44126",26,33,18,0
"46626",26,33,19,0
"49126",26,33,20,0
"51626",26,33,21,0
"54126",26,33,22,0
"56626",26,33,23,0
"59126",26,33,24,0
"61626",26,33,25,0
"64126",26,33,26,0
"66626",26,33,27,0
"69126",26,33,28,0
"71626",26,33,29,0
"74126",26,33,30,0
"76626",26,33,31,0
"79126",26,33,32,0
"81626",26,33,33,-1
"84126",26,33,34,0.481562228887614
"86626",26,33,35,0
"89126",26,33,36,0
"91626",26,33,37,0
"94126",26,33,38,0.438033725171391
"96626",26,33,39,0
"99126",26,33,40,0
"101626",26,33,41,0
"104126",26,33,42,0
"106626",26,33,43,0
"109126",26,33,44,0
"111626",26,33,45,0
"114126",26,33,46,0
"116626",26,33,47,0
"119126",26,33,48,0
"121626",26,33,49,0
"124126",26,33,50,0
"1676",26,34,1,0
"4176",26,34,2,0
"6676",26,34,3,0
"9176",26,34,4,0
"11676",26,34,5,0
"14176",26,34,6,0
"16676",26,34,7,0
"19176",26,34,8,0
"21676",26,34,9,0
"24176",26,34,10,0
"26676",26,34,11,0
"29176",26,34,12,0
"31676",26,34,13,0
"34176",26,34,14,0
"36676",26,34,15,0
"39176",26,34,16,0
"41676",26,34,17,0
"44176",26,34,18,0
"46676",26,34,19,0
"49176",26,34,20,0
"51676",26,34,21,0
"54176",26,34,22,0
"56676",26,34,23,0
"59176",26,34,24,0
"61676",26,34,25,0
"64176",26,34,26,0
"66676",26,34,27,0
"69176",26,34,28,0
"71676",26,34,29,0
"74176",26,34,30,0
"76676",26,34,31,0
"79176",26,34,32,0
"81676",26,34,33,0
"84176",26,34,34,-1
"86676",26,34,35,0.471190832350089
"89176",26,34,36,0
"91676",26,34,37,0
"94176",26,34,38,0
"96676",26,34,39,0
"99176",26,34,40,0
"101676",26,34,41,0
"104176",26,34,42,0
"106676",26,34,43,0
"109176",26,34,44,0
"111676",26,34,45,0
"114176",26,34,46,0
"116676",26,34,47,0
"119176",26,34,48,0
"121676",26,34,49,0
"124176",26,34,50,0
"1726",26,35,1,0
"4226",26,35,2,0
"6726",26,35,3,0
"9226",26,35,4,0
"11726",26,35,5,0
"14226",26,35,6,0
"16726",26,35,7,0
"19226",26,35,8,0
"21726",26,35,9,0
"24226",26,35,10,0
"26726",26,35,11,0
"29226",26,35,12,0
"31726",26,35,13,0
"34226",26,35,14,0
"36726",26,35,15,0
"39226",26,35,16,0
"41726",26,35,17,0
"44226",26,35,18,0
"46726",26,35,19,0
"49226",26,35,20,0
"51726",26,35,21,0
"54226",26,35,22,0
"56726",26,35,23,0
"59226",26,35,24,0
"61726",26,35,25,0
"64226",26,35,26,0
"66726",26,35,27,0
"69226",26,35,28,0
"71726",26,35,29,0
"74226",26,35,30,0
"76726",26,35,31,0
"79226",26,35,32,0
"81726",26,35,33,0
"84226",26,35,34,0
"86726",26,35,35,-1
"89226",26,35,36,0
"91726",26,35,37,0
"94226",26,35,38,0
"96726",26,35,39,0
"99226",26,35,40,0
"101726",26,35,41,0
"104226",26,35,42,0
"106726",26,35,43,0
"109226",26,35,44,0
"111726",26,35,45,0
"114226",26,35,46,0
"116726",26,35,47,0
"119226",26,35,48,0
"121726",26,35,49,0
"124226",26,35,50,0
"1776",26,36,1,0
"4276",26,36,2,0
"6776",26,36,3,0
"9276",26,36,4,0
"11776",26,36,5,0
"14276",26,36,6,0
"16776",26,36,7,0
"19276",26,36,8,0
"21776",26,36,9,0
"24276",26,36,10,0
"26776",26,36,11,0
"29276",26,36,12,0
"31776",26,36,13,0
"34276",26,36,14,0
"36776",26,36,15,0
"39276",26,36,16,0
"41776",26,36,17,0
"44276",26,36,18,0
"46776",26,36,19,0
"49276",26,36,20,0
"51776",26,36,21,0
"54276",26,36,22,0
"56776",26,36,23,0
"59276",26,36,24,0
"61776",26,36,25,0
"64276",26,36,26,0
"66776",26,36,27,0
"69276",26,36,28,0
"71776",26,36,29,0
"74276",26,36,30,0
"76776",26,36,31,0
"79276",26,36,32,0
"81776",26,36,33,0
"84276",26,36,34,0
"86776",26,36,35,0
"89276",26,36,36,-1
"91776",26,36,37,0.466860050568204
"94276",26,36,38,0
"96776",26,36,39,0
"99276",26,36,40,0.384328270116802
"101776",26,36,41,0
"104276",26,36,42,0
"106776",26,36,43,0
"109276",26,36,44,0
"111776",26,36,45,0
"114276",26,36,46,0
"116776",26,36,47,0
"119276",26,36,48,0
"121776",26,36,49,0
"124276",26,36,50,0
"1826",26,37,1,0
"4326",26,37,2,0
"6826",26,37,3,0
"9326",26,37,4,0
"11826",26,37,5,0
"14326",26,37,6,0
"16826",26,37,7,0
"19326",26,37,8,0
"21826",26,37,9,0
"24326",26,37,10,0
"26826",26,37,11,0
"29326",26,37,12,0
"31826",26,37,13,0
"34326",26,37,14,0
"36826",26,37,15,0
"39326",26,37,16,0
"41826",26,37,17,0
"44326",26,37,18,0
"46826",26,37,19,0
"49326",26,37,20,0
"51826",26,37,21,0
"54326",26,37,22,0
"56826",26,37,23,0
"59326",26,37,24,0
"61826",26,37,25,0
"64326",26,37,26,0
"66826",26,37,27,0
"69326",26,37,28,0
"71826",26,37,29,0
"74326",26,37,30,0
"76826",26,37,31,0
"79326",26,37,32,0
"81826",26,37,33,0
"84326",26,37,34,0
"86826",26,37,35,0
"89326",26,37,36,0
"91826",26,37,37,-1
"94326",26,37,38,0.519083807424337
"96826",26,37,39,0
"99326",26,37,40,0
"101826",26,37,41,0
"104326",26,37,42,0
"106826",26,37,43,0
"109326",26,37,44,0
"111826",26,37,45,0
"114326",26,37,46,0
"116826",26,37,47,0
"119326",26,37,48,0
"121826",26,37,49,0
"124326",26,37,50,0
"1876",26,38,1,0
"4376",26,38,2,0
"6876",26,38,3,0
"9376",26,38,4,0
"11876",26,38,5,0
"14376",26,38,6,0
"16876",26,38,7,0
"19376",26,38,8,0
"21876",26,38,9,0
"24376",26,38,10,0
"26876",26,38,11,0
"29376",26,38,12,0
"31876",26,38,13,0
"34376",26,38,14,0
"36876",26,38,15,0
"39376",26,38,16,0
"41876",26,38,17,0
"44376",26,38,18,0
"46876",26,38,19,0
"49376",26,38,20,0
"51876",26,38,21,0
"54376",26,38,22,0
"56876",26,38,23,0
"59376",26,38,24,0
"61876",26,38,25,0
"64376",26,38,26,0
"66876",26,38,27,0
"69376",26,38,28,0
"71876",26,38,29,0
"74376",26,38,30,0
"76876",26,38,31,0
"79376",26,38,32,0
"81876",26,38,33,0
"84376",26,38,34,0
"86876",26,38,35,0
"89376",26,38,36,0
"91876",26,38,37,0
"94376",26,38,38,-1
"96876",26,38,39,0.279754288522606
"99376",26,38,40,0
"101876",26,38,41,0
"104376",26,38,42,0
"106876",26,38,43,0.299088447565922
"109376",26,38,44,0
"111876",26,38,45,0
"114376",26,38,46,0
"116876",26,38,47,0
"119376",26,38,48,0
"121876",26,38,49,0
"124376",26,38,50,0
"1926",26,39,1,0
"4426",26,39,2,0
"6926",26,39,3,0
"9426",26,39,4,0
"11926",26,39,5,0
"14426",26,39,6,0
"16926",26,39,7,0
"19426",26,39,8,0
"21926",26,39,9,0
"24426",26,39,10,0
"26926",26,39,11,0
"29426",26,39,12,0
"31926",26,39,13,0
"34426",26,39,14,0
"36926",26,39,15,0
"39426",26,39,16,0
"41926",26,39,17,0
"44426",26,39,18,0
"46926",26,39,19,0
"49426",26,39,20,0
"51926",26,39,21,0
"54426",26,39,22,0
"56926",26,39,23,0
"59426",26,39,24,0
"61926",26,39,25,0
"64426",26,39,26,0
"66926",26,39,27,0
"69426",26,39,28,0
"71926",26,39,29,0
"74426",26,39,30,0
"76926",26,39,31,0
"79426",26,39,32,0
"81926",26,39,33,0
"84426",26,39,34,0
"86926",26,39,35,0
"89426",26,39,36,0
"91926",26,39,37,0
"94426",26,39,38,0
"96926",26,39,39,-1
"99426",26,39,40,0.398021044223123
"101926",26,39,41,0
"104426",26,39,42,0
"106926",26,39,43,0
"109426",26,39,44,0
"111926",26,39,45,0
"114426",26,39,46,0
"116926",26,39,47,0
"119426",26,39,48,0
"121926",26,39,49,0
"124426",26,39,50,0
"1976",26,40,1,0
"4476",26,40,2,0
"6976",26,40,3,0
"9476",26,40,4,0
"11976",26,40,5,0
"14476",26,40,6,0
"16976",26,40,7,0
"19476",26,40,8,0
"21976",26,40,9,0
"24476",26,40,10,0
"26976",26,40,11,0
"29476",26,40,12,0
"31976",26,40,13,0
"34476",26,40,14,0
"36976",26,40,15,0
"39476",26,40,16,0
"41976",26,40,17,0
"44476",26,40,18,0
"46976",26,40,19,0
"49476",26,40,20,0
"51976",26,40,21,0
"54476",26,40,22,0
"56976",26,40,23,0
"59476",26,40,24,0
"61976",26,40,25,0
"64476",26,40,26,0
"66976",26,40,27,0
"69476",26,40,28,0
"71976",26,40,29,0
"74476",26,40,30,0
"76976",26,40,31,0
"79476",26,40,32,0
"81976",26,40,33,0
"84476",26,40,34,0
"86976",26,40,35,0
"89476",26,40,36,0
"91976",26,40,37,0
"94476",26,40,38,0
"96976",26,40,39,0
"99476",26,40,40,-1
"101976",26,40,41,0
"104476",26,40,42,0
"106976",26,40,43,0
"109476",26,40,44,0
"111976",26,40,45,0
"114476",26,40,46,0
"116976",26,40,47,0
"119476",26,40,48,0
"121976",26,40,49,0
"124476",26,40,50,0
"2026",26,41,1,0
"4526",26,41,2,0
"7026",26,41,3,0
"9526",26,41,4,0
"12026",26,41,5,0
"14526",26,41,6,0
"17026",26,41,7,0
"19526",26,41,8,0
"22026",26,41,9,0
"24526",26,41,10,0
"27026",26,41,11,0
"29526",26,41,12,0
"32026",26,41,13,0
"34526",26,41,14,0
"37026",26,41,15,0
"39526",26,41,16,0
"42026",26,41,17,0
"44526",26,41,18,0
"47026",26,41,19,0
"49526",26,41,20,0
"52026",26,41,21,0
"54526",26,41,22,0
"57026",26,41,23,0
"59526",26,41,24,0
"62026",26,41,25,0
"64526",26,41,26,0
"67026",26,41,27,0
"69526",26,41,28,0
"72026",26,41,29,0
"74526",26,41,30,0
"77026",26,41,31,0
"79526",26,41,32,0
"82026",26,41,33,0
"84526",26,41,34,0
"87026",26,41,35,0
"89526",26,41,36,0
"92026",26,41,37,0
"94526",26,41,38,0
"97026",26,41,39,0
"99526",26,41,40,0
"102026",26,41,41,-1
"104526",26,41,42,0.239591443799884
"107026",26,41,43,0
"109526",26,41,44,0
"112026",26,41,45,0.319490959580312
"114526",26,41,46,0
"117026",26,41,47,0
"119526",26,41,48,0
"122026",26,41,49,0
"124526",26,41,50,0
"2076",26,42,1,0
"4576",26,42,2,0
"7076",26,42,3,0
"9576",26,42,4,0
"12076",26,42,5,0
"14576",26,42,6,0
"17076",26,42,7,0
"19576",26,42,8,0
"22076",26,42,9,0
"24576",26,42,10,0
"27076",26,42,11,0
"29576",26,42,12,0
"32076",26,42,13,0
"34576",26,42,14,0
"37076",26,42,15,0
"39576",26,42,16,0
"42076",26,42,17,0
"44576",26,42,18,0
"47076",26,42,19,0
"49576",26,42,20,0
"52076",26,42,21,0
"54576",26,42,22,0
"57076",26,42,23,0
"59576",26,42,24,0
"62076",26,42,25,0
"64576",26,42,26,0
"67076",26,42,27,0
"69576",26,42,28,0
"72076",26,42,29,0
"74576",26,42,30,0
"77076",26,42,31,0
"79576",26,42,32,0
"82076",26,42,33,0
"84576",26,42,34,0
"87076",26,42,35,0
"89576",26,42,36,0
"92076",26,42,37,0
"94576",26,42,38,0
"97076",26,42,39,0
"99576",26,42,40,0
"102076",26,42,41,0
"104576",26,42,42,-1
"107076",26,42,43,0.425730423467749
"109576",26,42,44,0
"112076",26,42,45,0
"114576",26,42,46,0
"117076",26,42,47,0
"119576",26,42,48,0
"122076",26,42,49,0
"124576",26,42,50,0
"2126",26,43,1,0
"4626",26,43,2,0
"7126",26,43,3,0
"9626",26,43,4,0
"12126",26,43,5,0
"14626",26,43,6,0
"17126",26,43,7,0
"19626",26,43,8,0
"22126",26,43,9,0
"24626",26,43,10,0
"27126",26,43,11,0
"29626",26,43,12,0
"32126",26,43,13,0
"34626",26,43,14,0
"37126",26,43,15,0
"39626",26,43,16,0
"42126",26,43,17,0
"44626",26,43,18,0
"47126",26,43,19,0
"49626",26,43,20,0
"52126",26,43,21,0
"54626",26,43,22,0
"57126",26,43,23,0
"59626",26,43,24,0
"62126",26,43,25,0
"64626",26,43,26,0
"67126",26,43,27,0
"69626",26,43,28,0
"72126",26,43,29,0
"74626",26,43,30,0
"77126",26,43,31,0
"79626",26,43,32,0
"82126",26,43,33,0
"84626",26,43,34,0
"87126",26,43,35,0
"89626",26,43,36,0
"92126",26,43,37,0
"94626",26,43,38,0
"97126",26,43,39,0
"99626",26,43,40,0
"102126",26,43,41,0
"104626",26,43,42,0
"107126",26,43,43,-1
"109626",26,43,44,0.294352707191852
"112126",26,43,45,0
"114626",26,43,46,0
"117126",26,43,47,0
"119626",26,43,48,0.398048933046971
"122126",26,43,49,0
"124626",26,43,50,0
"2176",26,44,1,0
"4676",26,44,2,0
"7176",26,44,3,0
"9676",26,44,4,0
"12176",26,44,5,0
"14676",26,44,6,0
"17176",26,44,7,0
"19676",26,44,8,0
"22176",26,44,9,0
"24676",26,44,10,0
"27176",26,44,11,0
"29676",26,44,12,0
"32176",26,44,13,0
"34676",26,44,14,0
"37176",26,44,15,0
"39676",26,44,16,0
"42176",26,44,17,0
"44676",26,44,18,0
"47176",26,44,19,0
"49676",26,44,20,0
"52176",26,44,21,0
"54676",26,44,22,0
"57176",26,44,23,0
"59676",26,44,24,0
"62176",26,44,25,0
"64676",26,44,26,0
"67176",26,44,27,0
"69676",26,44,28,0
"72176",26,44,29,0
"74676",26,44,30,0
"77176",26,44,31,0
"79676",26,44,32,0
"82176",26,44,33,0
"84676",26,44,34,0
"87176",26,44,35,0
"89676",26,44,36,0
"92176",26,44,37,0
"94676",26,44,38,0
"97176",26,44,39,0
"99676",26,44,40,0
"102176",26,44,41,0
"104676",26,44,42,0
"107176",26,44,43,0
"109676",26,44,44,-1
"112176",26,44,45,0.541514148587234
"114676",26,44,46,0
"117176",26,44,47,0
"119676",26,44,48,0
"122176",26,44,49,0
"124676",26,44,50,0
"2226",26,45,1,0
"4726",26,45,2,0
"7226",26,45,3,0
"9726",26,45,4,0
"12226",26,45,5,0
"14726",26,45,6,0
"17226",26,45,7,0
"19726",26,45,8,0
"22226",26,45,9,0
"24726",26,45,10,0
"27226",26,45,11,0
"29726",26,45,12,0
"32226",26,45,13,0
"34726",26,45,14,0
"37226",26,45,15,0
"39726",26,45,16,0
"42226",26,45,17,0
"44726",26,45,18,0
"47226",26,45,19,0
"49726",26,45,20,0
"52226",26,45,21,0
"54726",26,45,22,0
"57226",26,45,23,0
"59726",26,45,24,0
"62226",26,45,25,0
"64726",26,45,26,0
"67226",26,45,27,0
"69726",26,45,28,0
"72226",26,45,29,0
"74726",26,45,30,0
"77226",26,45,31,0
"79726",26,45,32,0
"82226",26,45,33,0
"84726",26,45,34,0
"87226",26,45,35,0
"89726",26,45,36,0
"92226",26,45,37,0
"94726",26,45,38,0
"97226",26,45,39,0
"99726",26,45,40,0
"102226",26,45,41,0
"104726",26,45,42,0
"107226",26,45,43,0
"109726",26,45,44,0
