"","subject","node.i","node.j","value"
"3623",23,3,8,0.42616624601614
"4123",23,3,9,0
"4623",23,3,10,0
"173",23,4,1,0
"673",23,4,2,0
"1173",23,4,3,0
"1673",23,4,4,-1
"2173",23,4,5,0.34774406983636
"2673",23,4,6,0
"3173",23,4,7,0
"3673",23,4,8,0
"4173",23,4,9,0
"4673",23,4,10,0
"223",23,5,1,0
"723",23,5,2,0
"1223",23,5,3,0
"1723",23,5,4,0
"2223",23,5,5,-1
"2723",23,5,6,0
"3223",23,5,7,0
"3723",23,5,8,0
"4223",23,5,9,0
"4723",23,5,10,0
"273",23,6,1,0
"773",23,6,2,0
"1273",23,6,3,0
"1773",23,6,4,0
"2273",23,6,5,0
"2773",23,6,6,-1
"3273",23,6,7,0.319235086910282
"3773",23,6,8,0
"4273",23,6,9,0
"4773",23,6,10,0.421889912088118
"323",23,7,1,0
"823",23,7,2,0
"1323",23,7,3,0
"1823",23,7,4,0
"2323",23,7,5,0
"2823",23,7,6,0
"3323",23,7,7,-1
"3823",23,7,8,0.468043858374895
"4323",23,7,9,0
"4823",23,7,10,0
"373",23,8,1,0
"873",23,8,2,0
"1373",23,8,3,0
"1873",23,8,4,0
"2373",23,8,5,0
"2873",23,8,6,0
"3373",23,8,7,0
"3873",23,8,8,-1
"4373",23,8,9,0.2
"4873",23,8,10,0
"423",23,9,1,0
"923",23,9,2,0
"1423",23,9,3,0
"1923",23,9,4,0
"2423",23,9,5,0
"2923",23,9,6,0
"3423",23,9,7,0
"3923",23,9,8,0
"4423",23,9,9,-1
"4923",23,9,10,0.499011487204949
"473",23,10,1,0
"973",23,10,2,0
"1473",23,10,3,0
"1973",23,10,4,0
"2473",23,10,5,0
"2973",23,10,6,0
"3473",23,10,7,0
"3973",23,10,8,0
"4473",23,10,9,0
"4973",23,10,10,-1
"24",24,1,1,-1
"524",24,1,2,0.521344449497535
"1024",24,1,3,0
"1524",24,1,4,0
"2024",24,1,5,0.233639354717023
"2524",24,1,6,0
"3024",24,1,7,0
"3524",24,1,8,0
"4024",24,1,9,0
"4524",24,1,10,0
"74",24,2,1,0
"574",24,2,2,-1
"1074",24,2,3,0.372533301354322
"1574",24,2,4,0
"2074",24,2,5,0
"2574",24,2,6,0
"3074",24,2,7,0
"3574",24,2,8,0
"4074",24,2,9,0
"4574",24,2,10,0
"124",24,3,1,0
"624",24,3,2,0
"1124",24,3,3,-1
"1624",24,3,4,0.386686554918647
"2124",24,3,5,0
"2624",24,3,6,0
"3124",24,3,7,0
"3624",24,3,8,0.328791454750564
"4124",24,3,9,0
"4624",24,3,10,0
"174",24,4,1,0
"674",24,4,2,0
"1174",24,4,3,0
"1674",24,4,4,-1
"2174",24,4,5,0.272949979629162
"2674",24,4,6,0
"3174",24,4,7,0
"3674",24,4,8,0
"4174",24,4,9,0
"4674",24,4,10,0
"224",24,5,1,0
"724",24,5,2,0
"1224",24,5,3,0
"1724",24,5,4,0
"2224",24,5,5,-1
"2724",24,5,6,0
"3224",24,5,7,0
"3724",24,5,8,0
"4224",24,5,9,0
"4724",24,5,10,0
"274",24,6,1,0
"774",24,6,2,0
"1274",24,6,3,0
"1774",24,6,4,0
"2274",24,6,5,0
"2774",24,6,6,-1
"3274",24,6,7,0.329644573846325
"3774",24,6,8,0
"4274",24,6,9,0
"4774",24,6,10,0.507268626789014
"324",24,7,1,0
"824",24,7,2,0
"1324",24,7,3,0
"1824",24,7,4,0
"2324",24,7,5,0
"2824",24,7,6,0
"3324",24,7,7,-1
"3824",24,7,8,0.42808804885233
"4324",24,7,9,0
"4824",24,7,10,0
"374",24,8,1,0
"874",24,8,2,0
"1374",24,8,3,0
"1874",24,8,4,0
"2374",24,8,5,0
"2874",24,8,6,0
"3374",24,8,7,0
"3874",24,8,8,-1
"4374",24,8,9,0.345879067008381
"4874",24,8,10,0
"424",24,9,1,0
"924",24,9,2,0
"1424",24,9,3,0
"1924",24,9,4,0
"2424",24,9,5,0
"2924",24,9,6,0
"3424",24,9,7,0
"3924",24,9,8,0
"4424",24,9,9,-1
"4924",24,9,10,0.266646927026361
"474",24,10,1,0
"974",24,10,2,0
"1474",24,10,3,0
"1974",24,10,4,0
"2474",24,10,5,0
"2974",24,10,6,0
"3474",24,10,7,0
"3974",24,10,8,0
"4474",24,10,9,0
"4974",24,10,10,-1
"25",25,1,1,-1
"525",25,1,2,0.398871443876931
"1025",25,1,3,0
"1525",25,1,4,0
"2025",25,1,5,0.373598664507776
"2525",25,1,6,0
"3025",25,1,7,0
"3525",25,1,8,0
"4025",25,1,9,0
"4525",25,1,10,0
"75",25,2,1,0
"575",25,2,2,-1
"1075",25,2,3,0.39991829708043
"1575",25,2,4,0
"2075",25,2,5,0
"2575",25,2,6,0
"3075",25,2,7,0
"3575",25,2,8,0
"4075",25,2,9,0
"4575",25,2,10,0
"125",25,3,1,0
"625",25,3,2,0
"1125",25,3,3,-1
"1625",25,3,4,0.375056371530457
"2125",25,3,5,0
"2625",25,3,6,0
"3125",25,3,7,0
"3625",25,3,8,0.305862780657167
"4125",25,3,9,0
"4625",25,3,10,0
"175",25,4,1,0
"675",25,4,2,0
"1175",25,4,3,0
"1675",25,4,4,-1
"2175",25,4,5,0.439657531871165
"2675",25,4,6,0
"3175",25,4,7,0
"3675",25,4,8,0
"4175",25,4,9,0
"4675",25,4,10,0
"225",25,5,1,0
"725",25,5,2,0
"1225",25,5,3,0
"1725",25,5,4,0
"2225",25,5,5,-1
"2725",25,5,6,0
"3225",25,5,7,0
"3725",25,5,8,0
"4225",25,5,9,0
"4725",25,5,10,0
"275",25,6,1,0
"775",25,6,2,0
"1275",25,6,3,0
"1775",25,6,4,0
"2275",25,6,5,0
"2775",25,6,6,-1
"3275",25,6,7,0.233598912306941
"3775",25,6,8,0
"4275",25,6,9,0
"4775",25,6,10,0.365281681026647
"325",25,7,1,0
"825",25,7,2,0
"1325",25,7,3,0
"1825",25,7,4,0
"2325",25,7,5,0
"2825",25,7,6,0
"3325",25,7,7,-1
"3825",25,7,8,0.29710249004562
"4325",25,7,9,0
"4825",25,7,10,0
"375",25,8,1,0
"875",25,8,2,0
"1375",25,8,3,0
"1875",25,8,4,0
"2375",25,8,5,0
"2875",25,8,6,0
"3375",25,8,7,0
"3875",25,8,8,-1
"4375",25,8,9,0.424309470022457
"4875",25,8,10,0
"425",25,9,1,0
"925",25,9,2,0
"1425",25,9,3,0
"1925",25,9,4,0
"2425",25,9,5,0
"2925",25,9,6,0
"3425",25,9,7,0
"3925",25,9,8,0
"4425",25,9,9,-1
"4925",25,9,10,0.274340989216618
"475",25,10,1,0
"975",25,10,2,0
"1475",25,10,3,0
"1975",25,10,4,0
"2475",25,10,5,0
"2975",25,10,6,0
"3475",25,10,7,0
"3975",25,10,8,0
"4475",25,10,9,0
"4975",25,10,10,-1
"26",26,1,1,-1
"526",26,1,2,0.356743518847178
"1026",26,1,3,0
"1526",26,1,4,0
"2026",26,1,5,0.285352864931854
"2526",26,1,6,0
"3026",26,1,7,0
"3526",26,1,8,0
"4026",26,1,9,0
"4526",26,1,10,0
"76",26,2,1,0
"576",26,2,2,-1
"1076",26,2,3,0.23344156217619
"1576",26,2,4,0
"2076",26,2,5,0
"2576",26,2,6,0
"3076",26,2,7,0
"3576",26,2,8,0
"4076",26,2,9,0
"4576",26,2,10,0
"126",26,3,1,0
"626",26,3,2,0
"1126",26,3,3,-1
"1626",26,3,4,0.412533230647483
"2126",26,3,5,0
"2626",26,3,6,0
"3126",26,3,7,0
"3626",26,3,8,0.381329142231856
"4126",26,3,9,0
"4626",26,3,10,0
"176",26,4,1,0
"676",26,4,2,0
"1176",26,4,3,0
"1676",26,4,4,-1
"2176",26,4,5,0.428767642035855
"2676",26,4,6,0
"3176",26,4,7,0
"3676",26,4,8,0
"4176",26,4,9,0
"4676",26,4,10,0
"226",26,5,1,0
"726",26,5,2,0
"1226",26,5,3,0
"1726",26,5,4,0
"2226",26,5,5,-1
"2726",26,5,6,0
"3226",26,5,7,0
"3726",26,5,8,0
"4226",26,5,9,0
"4726",26,5,10,0
"276",26,6,1,0
"776",26,6,2,0
"1276",26,6,3,0
"1776",26,6,4,0
"2276",26,6,5,0
"2776",26,6,6,-1
"3276",26,6,7,0.5190915465643
"3776",26,6,8,0
"4276",26,6,9,0
"4776",26,6,10,0.417463914282092
"326",26,7,1,0
"826",26,7,2,0
"1326",26,7,3,0
"1826",26,7,4,0
"2326",26,7,5,0
"2826",26,7,6,0
"3326",26,7,7,-1
"3826",26,7,8,0.51891642016521
"4326",26,7,9,0
"4826",26,7,10,0
"376",26,8,1,0
"876",26,8,2,0
"1376",26,8,3,0
"1876",26,8,4,0
"2376",26,8,5,0
"2876",26,8,6,0
"3376",26,8,7,0
"3876",26,8,8,-1
"4376",26,8,9,0.396236672340668
"4876",26,8,10,0
"426",26,9,1,0
"926",26,9,2,0
"1426",26,9,3,0
"1926",26,9,4,0
"2426",26,9,5,0
"2926",26,9,6,0
"3426",26,9,7,0
"3926",26,9,8,0
"4426",26,9,9,-1
"4926",26,9,10,0.432729236140865
"476",26,10,1,0
"976",26,10,2,0
"1476",26,10,3,0
"1976",26,10,4,0
"2476",26,10,5,0
"2976",26,10,6,0
"3476",26,10,7,0
"3976",26,10,8,0
"4476",26,10,9,0
"4976",26,10,10,-1
"27",27,1,1,-1
"527",27,1,2,0.47257905482933
"1027",27,1,3,0
"1527",27,1,4,0
"2027",27,1,5,0.411393131352081
"2527",27,1,6,0
"3027",27,1,7,0
"3527",27,1,8,0
"4027",27,1,9,0
"4527",27,1,10,0
"77",27,2,1,0
"577",27,2,2,-1
"1077",27,2,3,0.341168345698581
"1577",27,2,4,0
"2077",27,2,5,0
"2577",27,2,6,0
"3077",27,2,7,0
"3577",27,2,8,0
"4077",27,2,9,0
"4577",27,2,10,0
"127",27,3,1,0
"627",27,3,2,0
"1127",27,3,3,-1
"1627",27,3,4,0.6
"2127",27,3,5,0
"2627",27,3,6,0
"3127",27,3,7,0
"3627",27,3,8,0.26638181420622
"4127",27,3,9,0
"4627",27,3,10,0
"177",27,4,1,0
"677",27,4,2,0
"1177",27,4,3,0
"1677",27,4,4,-1
"2177",27,4,5,0.38636041169134
"2677",27,4,6,0
"3177",27,4,7,0
"3677",27,4,8,0
"4177",27,4,9,0
"4677",27,4,10,0
"227",27,5,1,0
"727",27,5,2,0
"1227",27,5,3,0
"1727",27,5,4,0
"2227",27,5,5,-1
"2727",27,5,6,0
"3227",27,5,7,0
"3727",27,5,8,0
"4227",27,5,9,0
"4727",27,5,10,0
"277",27,6,1,0
"777",27,6,2,0
"1277",27,6,3,0
"1777",27,6,4,0
"2277",27,6,5,0
"2777",27,6,6,-1
"3277",27,6,7,0.506676821135919
"3777",27,6,8,0
"4277",27,6,9,0
"4777",27,6,10,0.429441081639264
"327",27,7,1,0
"827",27,7,2,0
"1327",27,7,3,0
"1827",27,7,4,0
"2327",27,7,5,0
"2827",27,7,6,0
"3327",27,7,7,-1
"3827",27,7,8,0.405928146052361
"4327",27,7,9,0
"4827",27,7,10,0
"377",27,8,1,0
"877",27,8,2,0
"1377",27,8,3,0
"1877",27,8,4,0
"2377",27,8,5,0
"2877",27,8,6,0
"3377",27,8,7,0
"3877",27,8,8,-1
"4377",27,8,9,0.390435159451633
"4877",27,8,10,0
"427",27,9,1,0
"927",27,9,2,0
"1427",27,9,3,0
"1927",27,9,4,0
"2427",27,9,5,0
"2927",27,9,6,0
"3427",27,9,7,0
"3927",27,9,8,0
"4427",27,9,9,-1
"4927",27,9,10,0.316765053634998
"477",27,10,1,0
"977",27,10,2,0
"1477",27,10,3,0
"1977",27,10,4,0
"2477",27,10,5,0
"2977",27,10,6,0
"3477",27,10,7,0
"3977",27,10,8,0
"4477",27,10,9,0
"4977",27,10,10,-1
"28",28,1,1,-1
"528",28,1,2,0.471432455181895
"1028",28,1,3,0
"1528",28,1,4,0
"2028",28,1,5,0.525400142160253
"2528",28,1,6,0
"3028",28,1,7,0
"3528",28,1,8,0
"4028",28,1,9,0
"4528",28,1,10,0
"78",28,2,1,0
"578",28,2,2,-1
"1078",28,2,3,0.562356206444627
"1578",28,2,4,0
"2078",28,2,5,0
"2578",28,2,6,0
"3078",28,2,7,0
"3578",28,2,8,0
"4078",28,2,9,0
"4578",28,2,10,0
"128",28,3,1,0
"628",28,3,2,0
"1128",28,3,3,-1
"1628",28,3,4,0.330822429829771
"2128",28,3,5,0
"2628",28,3,6,0
"3128",28,3,7,0
"3628",28,3,8,0.481562228887614
"4128",28,3,9,0
"4628",28,3,10,0
"178",28,4,1,0
"678",28,4,2,0
"1178",28,4,3,0
"1678",28,4,4,-1
"2178",28,4,5,0.485799667282826
"2678",28,4,6,0
"3178",28,4,7,0
"3678",28,4,8,0
"4178",28,4,9,0
"4678",28,4,10,0
"228",28,5,1,0
"728",28,5,2,0
"1228",28,5,3,0
"1728",28,5,4,0
"2228",28,5,5,-1
"2728",28,5,6,0
"3228",28,5,7,0
"3728",28,5,8,0
"4228",28,5,9,0
"4728",28,5,10,0
"278",28,6,1,0
"778",28,6,2,0
"1278",28,6,3,0
"1778",28,6,4,0
"2278",28,6,5,0
"2778",28,6,6,-1
"3278",28,6,7,0.240627042355252
"3778",28,6,8,0
"4278",28,6,9,0
"4778",28,6,10,0.468999737546435
"328",28,7,1,0
"828",28,7,2,0
"1328",28,7,3,0
"1828",28,7,4,0
"2328",28,7,5,0
"2828",28,7,6,0
"3328",28,7,7,-1
"3828",28,7,8,0.255903556809898
"4328",28,7,9,0
"4828",28,7,10,0
"378",28,8,1,0
"878",28,8,2,0
"1378",28,8,3,0
"1878",28,8,4,0
"2378",28,8,5,0
"2878",28,8,6,0
"3378",28,8,7,0
"3878",28,8,8,-1
"4378",28,8,9,0.457114762365818
"4878",28,8,10,0
"428",28,9,1,0
"928",28,9,2,0
"1428",28,9,3,0
"1928",28,9,4,0
"2428",28,9,5,0
"2928",28,9,6,0
"3428",28,9,7,0
"3928",28,9,8,0
"4428",28,9,9,-1
"4928",28,9,10,0.360011442228464
"478",28,10,1,0
"978",28,10,2,0
"1478",28,10,3,0
"1978",28,10,4,0
"2478",28,10,5,0
"2978",28,10,6,0
"3478",28,10,7,0
"3978",28,10,8,0
"4478",28,10,9,0
"4978",28,10,10,-1
"29",29,1,1,-1
"529",29,1,2,0.471190832350089
"1029",29,1,3,0
"1529",29,1,4,0
"2029",29,1,5,0.279754288522606
"2529",29,1,6,0
"3029",29,1,7,0
"3529",29,1,8,0
"4029",29,1,9,0
"4529",29,1,10,0
"79",29,2,1,0
"579",29,2,2,-1
"1079",29,2,3,0.529024975493248
"1579",29,2,4,0
"2079",29,2,5,0
"2579",29,2,6,0
"3079",29,2,7,0
"3579",29,2,8,0
"4079",29,2,9,0
"4579",29,2,10,0
"129",29,3,1,0
"629",29,3,2,0
"1129",29,3,3,-1
"1629",29,3,4,0.466860050568204
"2129",29,3,5,0
"2629",29,3,6,0
"3129",29,3,7,0
"3629",29,3,8,0.541514148587234
"4129",29,3,9,0
"4629",29,3,10,0
"179",29,4,1,0
"679",29,4,2,0
"1179",29,4,3,0
"1679",29,4,4,-1
"2179",29,4,5,0.519083807424337
"2679",29,4,6,0
"3179",29,4,7,0
"3679",29,4,8,0
"4179",29,4,9,0
"4679",29,4,10,0
"229",29,5,1,0
"729",29,5,2,0
"1229",29,5,3,0
"1729",29,5,4,0
"2229",29,5,5,-1
"2729",29,5,6,0
"3229",29,5,7,0
"3729",29,5,8,0
"4229",29,5,9,0
"4729",29,5,10,0
"279",29,6,1,0
"779",29,6,2,0
"1279",29,6,3,0
"1779",29,6,4,0
"2279",29,6,5,0
"2779",29,6,6,-1
"3279",29,6,7,0.398021044223123
"3779",29,6,8,0
"4279",29,6,9,0
"4779",29,6,10,0.294352707191852
"329",29,7,1,0
"829",29,7,2,0
"1329",29,7,3,0
"1829",29,7,4,0
"2329",29,7,5,0
"2829",29,7,6,0
"3329",29,7,7,-1
"3829",29,7,8,0.384328270116802
"4329",29,7,9,0
"4829",29,7,10,0
"379",29,8,1,0
"879",29,8,2,0
"1379",29,8,3,0
"1879",29,8,4,0
"2379",29,8,5,0
"2879",29,8,6,0
"3379",29,8,7,0
"3879",29,8,8,-1
"4379",29,8,9,0.239591443799884
"4879",29,8,10,0
"429",29,9,1,0
"929",29,9,2,0
"1429",29,9,3,0
"1929",29,9,4,0
"2429",29,9,5,0
"2929",29,9,6,0
"3429",29,9,7,0
"3929",29,9,8,0
"4429",29,9,9,-1
"4929",29,9,10,0.425730423467749
"479",29,10,1,0
"979",29,10,2,0
"1479",29,10,3,0
"1979",29,10,4,0
"2479",29,10,5,0
"2979",29,10,6,0
"3479",29,10,7,0
"3979",29,10,8,0
"4479",29,10,9,0
"4979",29,10,10,-1
"30",30,1,1,-1
"530",30,1,2,0.319490959580312
"1030",30,1,3,0
"1530",30,1,4,0
"2030",30,1,5,0.2
"2530",30,1,6,0
"3030",30,1,7,0
"3530",30,1,8,0
"4030",30,1,9,0
"4530",30,1,10,0
"80",30,2,1,0
"580",30,2,2,-1
"1080",30,2,3,0.452874301096223
"1580",30,2,4,0
"2080",30,2,5,0
"2580",30,2,6,0
"3080",30,2,7,0
"3580",30,2,8,0
"4080",30,2,9,0
"4580",30,2,10,0
"130",30,3,1,0
"630",30,3,2,0
"1130",30,3,3,-1
"1630",30,3,4,0.421932067266762
"2130",30,3,5,0
"2630",30,3,6,0
"3130",30,3,7,0
"3630",30,3,8,0.459128258692418
"4130",30,3,9,0
"4630",30,3,10,0
"180",30,4,1,0
"680",30,4,2,0
"1180",30,4,3,0
"1680",30,4,4,-1
"2180",30,4,5,0.307809837564446
"2680",30,4,6,0
"3180",30,4,7,0
"3680",30,4,8,0
"4180",30,4,9,0
"4680",30,4,10,0
"230",30,5,1,0
"730",30,5,2,0
"1230",30,5,3,0
"1730",30,5,4,0
"2230",30,5,5,-1
"2730",30,5,6,0
"3230",30,5,7,0
"3730",30,5,8,0
"4230",30,5,9,0
"4730",30,5,10,0
"280",30,6,1,0
"780",30,6,2,0
"1280",30,6,3,0
"1780",30,6,4,0
"2280",30,6,5,0
"2780",30,6,6,-1
"3280",30,6,7,0.394081217547881
"3780",30,6,8,0
"4280",30,6,9,0
"4780",30,6,10,0.569242987019052
"330",30,7,1,0
"830",30,7,2,0
"1330",30,7,3,0
"1830",30,7,4,0
"2330",30,7,5,0
"2830",30,7,6,0
"3330",30,7,7,-1
"3830",30,7,8,0.298936629352575
"4330",30,7,9,0
"4830",30,7,10,0
"380",30,8,1,0
"880",30,8,2,0
"1380",30,8,3,0
"1880",30,8,4,0
"2380",30,8,5,0
"2880",30,8,6,0
"3380",30,8,7,0
"3880",30,8,8,-1
"4380",30,8,9,0.461446304889548
"4880",30,8,10,0
"430",30,9,1,0
"930",30,9,2,0
"1430",30,9,3,0
"1930",30,9,4,0
"2430",30,9,5,0
"2930",30,9,6,0
"3430",30,9,7,0
"3930",30,9,8,0
"4430",30,9,9,-1
"4930",30,9,10,0.450774078534199
"480",30,10,1,0
"980",30,10,2,0
"1480",30,10,3,0
"1980",30,10,4,0
"2480",30,10,5,0
"2980",30,10,6,0
"3480",30,10,7,0
"3980",30,10,8,0
"4480",30,10,9,0
"4980",30,10,10,-1
"31",31,1,1,-1
"531",31,1,2,0.335640479731747
"1031",31,1,3,0
"1531",31,1,4,0
"2031",31,1,5,0.395177921085469
"2531",31,1,6,0
"3031",31,1,7,0
"3531",31,1,8,0
"4031",31,1,9,0
"4531",31,1,10,0
"81",31,2,1,0
"581",31,2,2,-1
"1081",31,2,3,0.438033725171391
"1581",31,2,4,0
"2081",31,2,5,0
"2581",31,2,6,0
"3081",31,2,7,0
"3581",31,2,8,0
"4081",31,2,9,0
"4581",31,2,10,0
"131",31,3,1,0
"631",31,3,2,0
"1131",31,3,3,-1
"1631",31,3,4,0.299088447565922
"2131",31,3,5,0
"2631",31,3,6,0
"3131",31,3,7,0
"3631",31,3,8,0.489563847121175
"4131",31,3,9,0
"4631",31,3,10,0
"181",31,4,1,0
"681",31,4,2,0
"1181",31,4,3,0
"1681",31,4,4,-1
"2181",31,4,5,0.398048933046971
"2681",31,4,6,0
"3181",31,4,7,0
"3681",31,4,8,0
"4181",31,4,9,0
"4681",31,4,10,0
"231",31,5,1,0
"731",31,5,2,0
"1231",31,5,3,0
"1731",31,5,4,0
"2231",31,5,5,-1
"2731",31,5,6,0
"3231",31,5,7,0
"3731",31,5,8,0
"4231",31,5,9,0
"4731",31,5,10,0
"281",31,6,1,0
"781",31,6,2,0
"1281",31,6,3,0
"1781",31,6,4,0
"2281",31,6,5,0
"2781",31,6,6,-1
"3281",31,6,7,0.400004319184163
"3781",31,6,8,0
"4281",31,6,9,0
"4781",31,6,10,0.442818327304516
"331",31,7,1,0
"831",31,7,2,0
"1331",31,7,3,0
"1831",31,7,4,0
"2331",31,7,5,0
"2831",31,7,6,0
"3331",31,7,7,-1
"3831",31,7,8,0.368214054875231
"4331",31,7,9,0
"4831",31,7,10,0
"381",31,8,1,0
"881",31,8,2,0
"1381",31,8,3,0
"1881",31,8,4,0
"2381",31,8,5,0
"2881",31,8,6,0
"3381",31,8,7,0
"3881",31,8,8,-1
"4381",31,8,9,0.509500373878749
"4881",31,8,10,0
"431",31,9,1,0
"931",31,9,2,0
"1431",31,9,3,0
"1931",31,9,4,0
"2431",31,9,5,0
"2931",31,9,6,0
"3431",31,9,7,0
"3931",31,9,8,0
"4431",31,9,9,-1
"4931",31,9,10,0.212600974235904
"481",31,10,1,0
"981",31,10,2,0
"1481",31,10,3,0
"1981",31,10,4,0
"2481",31,10,5,0
"2981",31,10,6,0
"3481",31,10,7,0
"3981",31,10,8,0
"4481",31,10,9,0
"4981",31,10,10,-1
"32",32,1,1,-1
"532",32,1,2,0.473095733842945
"1032",32,1,3,0
"1532",32,1,4,0
"2032",32,1,5,0.456890020520072
"2532",32,1,6,0
"3032",32,1,7,0
"3532",32,1,8,0
"4032",32,1,9,0
"4532",32,1,10,0
"82",32,2,1,0
"582",32,2,2,-1
"1082",32,2,3,0.45778573463308
"1582",32,2,4,0
"2082",32,2,5,0
"2582",32,2,6,0
"3082",32,2,7,0
"3582",32,2,8,0
"4082",32,2,9,0
"4582",32,2,10,0
"132",32,3,1,0
"632",32,3,2,0
"1132",32,3,3,-1
"1632",32,3,4,0.404031403161844
"2132",32,3,5,0
"2632",32,3,6,0
"3132",32,3,7,0
"3632",32,3,8,0.411844483705412
"4132",32,3,9,0
"4632",32,3,10,0
"182",32,4,1,0
"682",32,4,2,0
"1182",32,4,3,0
"1682",32,4,4,-1
"2182",32,4,5,0.467708918759731
"2682",32,4,6,0
"3182",32,4,7,0
"3682",32,4,8,0
"4182",32,4,9,0
"4682",32,4,10,0
"232",32,5,1,0
"732",32,5,2,0
"1232",32,5,3,0
"1732",32,5,4,0
"2232",32,5,5,-1
"2732",32,5,6,0
"3232",32,5,7,0
"3732",32,5,8,0
"4232",32,5,9,0
"4732",32,5,10,0
"282",32,6,1,0
"782",32,6,2,0
"1282",32,6,3,0
"1782",32,6,4,0
"2282",32,6,5,0
"2782",32,6,6,-1
"3282",32,6,7,0.374435458436804
"3782",32,6,8,0
"4282",32,6,9,0
"4782",32,6,10,0.376599595234397
"332",32,7,1,0
"832",32,7,2,0
"1332",32,7,3,0
"1832",32,7,4,0
"2332",32,7,5,0
"2832",32,7,6,0
"3332",32,7,7,-1
"3832",32,7,8,0.362253104447764
"4332",32,7,9,0
"4832",32,7,10,0
"382",32,8,1,0
"882",32,8,2,0
"1382",32,8,3,0
"1882",32,8,4,0
"2382",32,8,5,0
"2882",32,8,6,0
"3382",32,8,7,0
"3882",32,8,8,-1
"4382",32,8,9,0.370411288999644
"4882",32,8,10,0
"432",32,9,1,0
"932",32,9,2,0
"1432",32,9,3,0
"1932",32,9,4,0
"2432",32,9,5,0
"2932",32,9,6,0
"3432",32,9,7,0
"3932",32,9,8,0
"4432",32,9,9,-1
"4932",32,9,10,0.252486549414474
"482",32,10,1,0
"982",32,10,2,0
"1482",32,10,3,0
"1982",32,10,4,0
"2482",32,10,5,0
"2982",32,10,6,0
"3482",32,10,7,0
"3982",32,10,8,0
"4482",32,10,9,0
"4982",32,10,10,-1
"33",33,1,1,-1
"533",33,1,2,0.431480904339506
"1033",33,1,3,0
"1533",33,1,4,0
"2033",33,1,5,0.479904861814778
"2533",33,1,6,0
"3033",33,1,7,0
"3533",33,1,8,0
"4033",33,1,9,0
"4533",33,1,10,0
"83",33,2,1,0
"583",33,2,2,-1
"1083",33,2,3,0.544350824434982
"1583",33,2,4,0
"2083",33,2,5,0
"2583",33,2,6,0
"3083",33,2,7,0
"3583",33,2,8,0
"4083",33,2,9,0
"4583",33,2,10,0
"133",33,3,1,0
"633",33,3,2,0
"1133",33,3,3,-1
"1633",33,3,4,0.364902526167226
"2133",33,3,5,0
"2633",33,3,6,0
"3133",33,3,7,0
"3633",33,3,8,0.32579552478664
"4133",33,3,9,0
"4633",33,3,10,0
"183",33,4,1,0
"683",33,4,2,0
"1183",33,4,3,0
"1683",33,4,4,-1
"2183",33,4,5,0.462323385113849
"2683",33,4,6,0
"3183",33,4,7,0
"3683",33,4,8,0
"4183",33,4,9,0
"4683",33,4,10,0
"233",33,5,1,0
"733",33,5,2,0
"1233",33,5,3,0
"1733",33,5,4,0
"2233",33,5,5,-1
"2733",33,5,6,0
"3233",33,5,7,0
"3733",33,5,8,0
"4233",33,5,9,0
"4733",33,5,10,0
"283",33,6,1,0
"783",33,6,2,0
"1283",33,6,3,0
"1783",33,6,4,0
"2283",33,6,5,0
"2783",33,6,6,-1
"3283",33,6,7,0.494088994072778
"3783",33,6,8,0
"4283",33,6,9,0
"4783",33,6,10,0.299223660832173
"333",33,7,1,0
"833",33,7,2,0
"1333",33,7,3,0
"1833",33,7,4,0
"2333",33,7,5,0
"2833",33,7,6,0
"3333",33,7,7,-1
"3833",33,7,8,0.30079082644562
"4333",33,7,9,0
"4833",33,7,10,0
"383",33,8,1,0
"883",33,8,2,0
"1383",33,8,3,0
"1883",33,8,4,0
"2383",33,8,5,0
"2883",33,8,6,0
"3383",33,8,7,0
"3883",33,8,8,-1
"4383",33,8,9,0.421203515216506
"4883",33,8,10,0
"433",33,9,1,0
"933",33,9,2,0
"1433",33,9,3,0
"1933",33,9,4,0
"2433",33,9,5,0
"2933",33,9,6,0
"3433",33,9,7,0
"3933",33,9,8,0
"4433",33,9,9,-1
"4933",33,9,10,0.423788207287558
"483",33,10,1,0
"983",33,10,2,0
"1483",33,10,3,0
"1983",33,10,4,0
"2483",33,10,5,0
"2983",33,10,6,0
"3483",33,10,7,0
"3983",33,10,8,0
"4483",33,10,9,0
"4983",33,10,10,-1
"34",34,1,1,-1
"534",34,1,2,0.508229495315533
"1034",34,1,3,0
"1534",34,1,4,0
"2034",34,1,5,0.336453477452068
"2534",34,1,6,0
"3034",34,1,7,0
"3534",34,1,8,0
"4034",34,1,9,0
"4534",34,1,10,0
"84",34,2,1,0
"584",34,2,2,-1
"1084",34,2,3,0.386850029705473
"1584",34,2,4,0
"2084",34,2,5,0
"2584",34,2,6,0
"3084",34,2,7,0
"3584",34,2,8,0
"4084",34,2,9,0
"4584",34,2,10,0
"134",34,3,1,0
"634",34,3,2,0
"1134",34,3,3,-1
"1634",34,3,4,0.438988048968704
"2134",34,3,5,0
"2634",34,3,6,0
"3134",34,3,7,0
"3634",34,3,8,0.317828570830374
"4134",34,3,9,0
"4634",34,3,10,0
"184",34,4,1,0
"684",34,4,2,0
"1184",34,4,3,0
"1684",34,4,4,-1
"2184",34,4,5,0.408798710657979
"2684",34,4,6,0
"3184",34,4,7,0
"3684",34,4,8,0
"4184",34,4,9,0
"4684",34,4,10,0
"234",34,5,1,0
